"Family","Species.ssp.var","common.name","wild.cultivated","Herbaceous.woody","Trait","VALUE","WR2toCrop","WR2toWR1","Both","Neither","Direction.WR2toCrop","Direction.WR2toWR1"
"Fabaceae","Vigna_angularis","Adzuki bean","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_angularis","Adzuki bean","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_angularis","Adzuki bean","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_angularis","Adzuki bean","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_angularis","Adzuki bean","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_angularis_var._nipponensis","Adzuki bean wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","Branching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","Branching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","BranchingType","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","BranchingType","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","Flowering","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","Flowering","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","MeristemFunctioning","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","MeristemFunctioning","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","BranchingMechanism","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","BranchingMechanism","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","ShortShoots","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","ShortShoots","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Creole bean wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_exilis","Rice bean wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","BranchingPosition","Basitonic",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_gazensis","Bambara nut wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_grandiflora","Black gram wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","Reiteration","Present",0,0,0,1,"",""
"Fabaceae","Vigna_longifolia","Cowpea wild relative 2","wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_membranacea","Bambara nut wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","BranchingPosition","Basitonic",1,0,0,0,"Mesotonic to Basitonic",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_mungo","Black gram","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_mungo_var._silvestris","Black gram wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","BranchingPosition","Basitonic and Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","Reiteration","Present",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Cowpea wild relative 1","wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mung bean","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_radiata","Mat bean wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_radiata_var._sublobata","Mung bean wild relative 1","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","GrowthDirection","Ageotropic",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","BranchingPosition","Mesotonic",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_reflexopilosa","Creole bean","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","GrowthDirection","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","Phyllotaxis","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","Branching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","BranchingType","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","BranchingPosition","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","Flowering","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","MeristemFunctioning","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","BranchingMechanism","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","ShortShoots","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subramaniana","Mung bean wild relative 2","Wild","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","GrowthDirection","Orthotropic",1,0,0,0,"Ageotropic to Orthotropic",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","Branching","Branched",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","BranchingType","Monopodial",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","BranchingPosition","Basitonic",1,1,1,0,"Basitonic and Mesotonic to Basitonic","Basitonic and Mesotonic to Basitonic"
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","BranchingMechanism","Continuous",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","ShortShoots","Absent",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_subterranea","Bambara nut","Cultivated","Herbaceous","BasalBranching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","GrowthDirection","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","GrowthDirection","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","GrowthDirection","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","Phyllotaxis","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","Phyllotaxis","Spiral",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","Branching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","Branching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","Branching","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","BranchingType","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","BranchingType","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","BranchingType","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","BranchingPosition","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","BranchingPosition","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","BranchingPosition","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","Flowering","Lateral",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","Flowering","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","Flowering","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","MeristemFunctioning","Indeterminate",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","MeristemFunctioning","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","MeristemFunctioning","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","BranchingMechanism","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","BranchingMechanism","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","BranchingMechanism","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","ShortShoots","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","ShortShoots","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Rice bean wild relative 2","Wild","Herbaceous","ShortShoots","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Adzuki bean wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
"Fabaceae","Vigna_tenuicaulis","Creole bean wild relative 2","Wild","Herbaceous","Reiteration","NoData",0,0,0,1,"",""
